gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
ADAM15	155061775-155062175	0.6256	-0.1325	-1.08724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.520743614474842	1.2513244589319892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5539803561539756	0.0	0.0	0.4952494785303841	0.0	0.0	0.0	0.0	0.0	0.0	1.4075659121262247	1.40242507392477	0.0	0.0	0.0	0.0	0.0	0.0	1.7102355716393662	0.3514811552088606	0.0	1.2402816675902213	0.0	0.0	0.0	4.2148925400612125	0.0	0.1984772982409438	0.0	0.0	4.063761731518134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3404436903734475	0.0	0.0	0.8912923511301014	1.6175655580737314	0.6787794929316633	0.0	2.025120736555207	0.7081811936885247	1.4969669529563483	0.0	0.9946054701206912	0.0	0.0	1.1426076312982325	0.0	0.0	1.2353101305880931	0.0	0.3558535385553962
ADAM15	155061917-155062317	0.6256	-0.1325	-1.08724	0.0	0.0	0.0	0.0	0.0	0.0	4.373647102594174	0.0	4.941086229494381	1.589977898426438	0.0	0.0	13.765577936257754	0.202342362780191	0.0	0.0	0.0	0.0	0.6622626567017535	5.740530310643762	0.6334530345658288	1.6125545756511412	13.723934856607867	1.1844002440660883	0.0	0.0	0.0	0.0	0.0	0.0	0.8857174218201626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9062938660967417	0.0	0.0	0.0	0.0	0.0	0.0	1.9913854089524008	0.5028573705367128	0.0	1.182109548774299	0.0	0.0	0.1744495971441377	0.0	0.0	0.0	0.0	0.0	3.620725903590629	0.0	0.0	0.0	0.0	0.3360599390325899	0.0	0.0	2.0241894418142348	0.0	0.0	0.0	0.7625733152526084	0.0	0.0	0.0	2.856265597402209	1.1397029494171709	0.0	0.5904909335028706	1.7881158451896582	0.0	0.3021917607608277	0.0	0.0	0.0	1.91629697214713	0.0	0.5226194468511296
ADAM15	155061961-155062361	0.6256	-0.1325	-1.08724	0.0	0.0	0.0	2.6527466345658737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6876258110824557	0.4738085083851073	0.0	0.0	0.5174268857283275	4.485500236123891	0.4878579327582797	0.0	0.0	0.0	1.214320061077406	2.322353299631643	0.8022773342915265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.150456029633223	0.0	1.820466852829905	0.0	0.0	0.0	0.0	0.0	0.5840918402944206	0.0	0.0	3.620352096827752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0555303359501629	0.0	0.0	0.0	0.0	2.611616117750488	0.0	0.3623144768568545	0.0	0.0	0.3900251663089618	0.0	0.0	0.0	0.0	0.8813682401311649	0.0	2.266758711400915	1.1376102153932686	1.680447338240881	0.0	0.0	0.0	0.0	0.0	0.0	0.8220384445377777	0.0	0.0	0.0
ADAM15	155062045-155062445	0.6256	-0.1325	-1.08724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3543731825035572	0.0	0.0	3.794264220219985	2.586640878868628	0.0	0.0	0.0	0.0	0.0	0.0	0.6239752550093826	3.2570115831195454	0.801408291624799	0.0	0.0	0.0	1.7389534855234696	0.0	1.0415763799212818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6557232757200245	0.548828067078366	1.3530373475800246	0.0	1.9407414428500973	2.992861267778526	3.0491221908224864	2.9969460570647	0.0	0.0265441073248075	0.8040784384647761	1.94137852089277	0.4090041170334444	0.0	1.0505711010039676	0.0	0.0	0.0	0.0	0.0	0.1844223721918003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3100671373238139	0.0	0.0	0.0	0.0	0.0570546895565697	0.0	0.0	0.0	0.6401911601317581	0.1341699841526011	2.266758711400915	0.8190960969553446	1.411051534450099	0.4986994640308656	0.0	0.0	0.0	1.6478343423738069	4.994037076710263	0.0	0.0	0.0	0.0
ADAM15	155062169-155062569	0.6256	-0.1325	-1.08724	0.0	0.0	0.5029008102182471	0.0	9.942788072432108	0.6081367466241597	0.0	0.0	8.095716345155722	2.154400297583853	0.0	2.9123010488660768	0.0	0.0	0.0	0.0	0.0	0.0	0.4226929146837753	3.9527759899908337	0.4776942258258155	2.333181233333196	20.011773479255396	0.0	0.0	1.7816814927832023	0.6518836070603677	0.7451311644578369	0.489558207123177	0.4929024727659437	1.1152815260937403	0.9717910412767156	1.0982278627009412	0.2292417757102587	0.0	0.6188036456308575	0.0	1.0020228186100366	2.1579363335661736	0.0	3.935044858395734	4.141779450863416	3.3644922958021106	0.0163672563855247	0.5417398497879394	1.1907195679087594	0.0	0.0	1.5463364718083192	0.643370624985218	0.1864616476455143	0.2457053618583521	3.922385126507725	0.0	0.0	0.0	0.0	4.140201011688724	0.0	0.0	13.84323927399095	0.0	0.3840685017515313	0.0	1.1131632085473608	0.0	0.0	0.0735543611269769	0.607829047982058	0.0	0.0	0.0	0.1280504341209495	2.592184466998076	0.0	0.0	0.0	2.4330694833735675	0.0	0.5545701764829986	1.99751671878954	8.49438934799963	0.0	2.646995853139977	2.011318256768461	0.4752262255798882
LMNA	156082984-156083384	-0.4828	-0.35733	0.0	0.0	-0.67142	0.0	2.5670984681247817	9.268440981585076	0.6809575087884786	4.422938313980152	0.0	0.0	0.0	0.0	0.0	13.835317808888837	0.0	0.3799642157338623	0.0	1.5586560830403768	0.0	0.5056124874918244	4.191648783630567	0.5927982068359722	0.0	0.0	1.1844002440660883	0.0	1.94888544825978	0.0	0.0	0.382048515479406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.266533778924212	0.0	0.0	0.0	0.0	0.0	0.0	0.9451301843270182	0.3568153647013659	2.261423372803581	0.9963060647950848	0.0	0.0	0.0	2.932038597762344	18.38648132055573	0.0	0.0	0.8908863130899898	0.0	0.0	0.0	0.0	0.0	0.0	0.3084648292464658	0.0	0.0	0.0	0.0	0.7710311473652405	0.0	2.0377691052946827	0.5849884062652273	0.0	2.304912075850237	0.9764696955527944	0.0	0.8961206307392675	0.0	0.0	0.0	0.0	0.0	0.6633303457473668	0.0	0.0	0.0
LMNA	156106458-156106858	0.6985	1.88488	0.0	0.0	-0.39683	0.0	3.179541521306288	0.0	0.0	3.79163164507514	1.1631067406996198	0.0	1.2072995117977106	4.503040480646866	0.0	18.56689993662825	0.306022932214445	0.0	0.561778822389551	2.6685580552160006	0.9465153752863096	0.5307727800325254	4.191648783630567	0.5119967367228822	1.2653065971709891	10.95106822317559	1.3796941737375097	1.538531727869917	2.505318283698226	0.0	0.0	0.3705193260269909	0.5146727971576445	0.0	0.0	0.0	0.0	0.0	0.0	1.1317418201231255	0.0	1.7918578484076264	2.646696385827348	0.0	0.0	0.0	0.0	0.812609774681909	0.9956927044762004	0.2775230614343957	0.0	1.1512870082076538	0.0	0.0	0.1053109391913813	0.0	14.49322638514279	0.1358901689834318	0.0	0.0	0.0	0.0	0.0	0.0	3.460099446617263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8644858445312064	0.0825909196001093	2.4679990062414583	1.019580016445181	1.917806884283571	0.0	0.0	0.0	0.3193021618267377	0.0	0.0	0.0	0.0	0.0	0.0
LMNA	156106498-156106898	0.6985	1.88488	0.0	0.0	-0.39683	0.4148221372421699	0.0	0.0	0.0	5.8637583391087045	1.1181332800592343	0.0	0.0	0.0	2.689711774423376	0.0	0.3331977685950877	0.8762133580220745	0.0	2.1371604616873885	0.0	0.4196299225483856	0.0	0.0	0.0	0.0	1.8259982424277863	1.8863224249746111	1.6980795150449135	0.0	0.0	0.43465044235605	0.4970890736105015	0.0	0.0	0.0	0.0	0.7042316607549268	0.4892802218003632	0.0	0.0	1.40242507392477	2.581587003642173	0.0	0.0	0.0	0.0	0.0	1.1040409619387332	0.0	2.5115400251473003	1.139565760386535	0.0	0.1432213285168064	0.0	0.0	16.046929048119605	0.2157159368205563	0.0	1.045240084521402	0.0	0.1181865725559924	0.0	0.0	0.0	0.0	0.3781181777859903	0.0	0.0	0.3593769508738826	0.0	0.8330297102594104	0.0	0.0	0.8942310177311332	0.1031121174506101	2.4231126951246083	1.0672943521901526	1.5486618234134986	0.6022853681277652	0.0	0.0	0.3128167678743363	0.0	0.0	0.4538819934750582	0.0	2.499034757136157	0.0
LMNA	156106623-156107023	0.6985	1.88488	0.0	0.0	-0.39683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.622206214971431	0.0	10.93843079190552	0.0	0.8659150619434605	0.0	2.537981352607104	0.0	0.0	0.0	0.0	0.0	0.0	1.697334006408968	0.0	2.109236782610268	0.6904802273232314	0.0	0.539854296109338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.228435618458666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.122890624117436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0726807549980977	0.0	0.0	0.7024903030136475	0.0	0.0	0.0	0.4650970651219008	0.0	0.0	0.3126354640134336	0.0	0.0	0.0	0.0	0.7926686695980498	0.0	1.7154051898489433	1.4540315998072904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7680545218835211	0.0	0.0	0.0
LMNA	156114470-156114870	0.6985	1.30769	-0.98988	0.0	0.16604	0.0	0.0	0.0	0.0	4.650436212684659	0.0	0.0	0.0	4.465804046675164	0.0	0.0	0.3553538288874135	0.0	0.0	2.6916982303618813	1.269377958717305	0.8154122634712373	3.8712559096217176	0.5747576270308483	0.0	0.0	1.9385794489442525	2.3402187584841267	2.33742906610904	0.8680246805324048	0.0	0.5695419589493069	0.0	0.7872048673204477	0.0	0.0	0.0	0.0	0.0	1.7703642196551912	0.0	1.814628280498828	4.110572328624023	0.0	0.0	0.0	0.0	0.8013362232521263	1.6668962686543531	0.3856489295257186	3.147781463367268	1.081393641570613	0.0	0.0	0.0	0.0	0.0	0.2523674566835162	0.0	1.1238201863410302	0.0	0.0	0.8121401942228537	0.0	3.309603932628661	0.0	0.3432329712905646	0.0	0.0	0.379848538789978	0.0	0.0	0.0	0.0	1.0287542334641355	0.1058728167130093	2.5368246832872945	1.4829113293371414	2.923308519513492	0.0	0.0	0.0	0.0	0.0	0.0	0.7268135852635311	1.432115327798655	0.0	0.442875903893034
LMNA	156114511-156114911	0.6985	1.30769	-0.98988	0.0	0.0	0.3383114005786189	0.0	6.885237058250674	0.4969600104954285	3.488301113469129	0.9160111753421004	7.485807452774431	1.9924110690256749	3.4873846436945786	0.0	0.0	0.0	0.6773275150038417	0.0	0.0	1.113572958670176	0.7836884163547014	4.699727424070637	0.6944352761606137	1.9963855351417443	17.329162902607525	1.3796941737375097	1.6033740612284195	2.276440738086845	0.0	0.0	0.359134251442731	0.0	0.9513924581533056	0.0	0.0	0.0	0.0	0.0	0.9165284107570084	2.096620973742575	1.7001922628097126	2.186590085052114	0.0	3.07846298981686	0.0	0.0	0.8744619622561227	1.320737476863799	0.3532111690983218	3.014078552436985	1.17429538356022	0.0	0.0	0.2127994739088337	0.0	0.0	0.0	0.0	0.7811236311832076	4.60351664864108	0.0	0.0	0.0	4.7899089452234485	0.0	0.4002433590867805	0.0	0.0	0.3243504189480778	0.0	0.0	0.0	0.0	0.9912377987975612	0.1186180449744189	2.115641463974187	0.7743115888438362	2.615323587071597	0.7056148714719496	2.096099324097705	0.9531942064480754	0.5348380204150541	1.7238522502902704	0.0	0.0	2.373239142833244	0.0	0.0
LMNA	156114513-156114913	0.6985	1.30769	-0.98988	0.0	0.0	0.0	2.533073854059142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.905057681519915	0.2566920355414764	0.6073849208032549	0.0	0.0	0.0	0.4848278980016802	3.8181730665906657	0.5521433791061156	0.0	0.0	1.3130644800849072	0.0	2.33742906610904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0559492716072325	0.0	1.6943536904786354	0.0	2.5015130338435543	2.69725145135823	1.8540169996300828	0.0	0.0	0.0	0.0	3.369082833182909	1.0618582285354152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0075091626159456	0.0	0.0	0.0	0.0	0.0	0.0	0.3970826189009533	0.0	0.0	0.4104967542250572	0.0468558634402339	0.0	0.0	0.0	0.547471971598653	0.0	2.1328478832356463	1.2878685183094507	0.0	0.512801505430196	0.0	0.0	0.2864612307486203	0.0	0.0	0.6253330782997356	0.0	0.0	0.0
LMNA	156114522-156114922	0.6985	1.30769	-0.98988	0.0	0.0	0.0	0.0	0.0	0.4794496745551533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.244818345771556	0.4885254202292516	0.351682677430857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7816814927832023	1.045569133741578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6943536904786354	0.0	0.0	2.765581821459305	0.0	0.0	0.6489909336604672	1.6380033999976775	0.4992531749336687	2.349021831688938	1.1512870082076538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8325748883270118	0.0	0.0	0.653757018031778	0.0	0.0	0.2420313339440123	0.0	0.8299406706764499	0.0	0.2995005145412568	0.0	0.0	0.0	1.7920445396187628	0.8730610295978519	0.0	1.8231323365293823	1.4435679296877788	2.2563718809395548	0.606900581676637	0.0	0.0	0.0	0.0	6.115557991218206	0.5713491556454792	0.0	0.0	0.0
LMNA	156114591-156114991	0.6985	1.30769	-0.98988	0.0	0.0	0.4103573197180369	2.720795862697152	11.027107542373644	0.7607268169608433	5.1054320100936765	0.0	5.825042022844293	1.7965564965180518	0.0	0.0	11.71629860202141	0.3706549754981358	0.5350823004179858	0.556020043368944	3.494992881854589	1.2235020420367615	0.6204746925689372	3.444697349550765	0.5183490535556722	1.9807071147086937	16.978167126223692	1.697334006408968	1.1612672428749948	2.1393883155650606	0.0	0.6143437693025633	0.0	0.7544254721893237	0.8233261373036764	1.0034002699100717	1.1776627906341646	0.2626001390115823	0.0	0.0	0.9988709326014358	0.0	1.8776848616744628	0.0	3.344429746680236	2.61573451860607	3.1229049043380592	0.0199585696160395	0.0	2.0419479291015823	0.4378376818577972	0.0	1.1630082560287722	0.0	0.0	0.178199900550149	0.0	16.982749957094057	0.1984772982409438	0.0	0.7780053731744924	4.006042275062789	0.0	1.0721322696011268	0.0	3.575565832349898	0.0	0.0	0.0	0.0	0.0	0.0622875951031714	0.0	0.7051715830369695	1.2904174676767968	1.0429568837307672	0.0	1.7528104491129848	1.7654304225639463	2.748565295432984	0.7104864857735365	1.7168569226187769	0.0	0.5112422253967429	1.1426076312982325	0.0	0.6125900922654691	1.3830842752064043	0.0	0.0
