gene	flanks	mean_dpsi_per_lsv_junction	H3K4me3	H3K27me3	H3K9me3	H3K27ac	A1CF	ANKHD1	BRUNOL4	BRUNOL5	BRUNOL6	CNOT4	CPEB2	CPEB4	DAZAP1	ENOX1	ESRP2	FMR1	FUS	FXR1	FXR2	G3BP2	HNRNPA1	HNRNPA1L2	HNRNPA2B1	HNRNPC	HNRNPCL1	HNRNPF	HNRNPH1	HNRNPH2	HNRNPK	HNRNPL	HNRNPM	HNRNPU	HNRPLL	HuR	IGF2BP2	IGF2BP3	KHDRBS1	KHDRBS2	KHDRBS3	LIN28A	MATR3	MBNL1	MSI1	PABPC1	PABPC3	PABPC4	PABPC5	PABPN1	PCBP1	PCBP2	PPRC1	PTBP1	PUM2	QKI	RALY	RBFOX1	RBM24	RBM28	RBM3	RBM4	RBM41	RBM42	RBM45	RBM46	RBM5	RBM6	RBM8A	RBMS1	RBMS3	SAMD4A	SART3	SFPQ	SNRNP70	SNRPA	SRSF1	SRSF10	SRSF2	SRSF7	SRSF9	TARDBP	TIA1	TUT1	U2AF2	YBX1	YBX2	ZC3H10	ZC3H14	ZCRB1	ZNF638
WARS1	100376107-100376507	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.00516	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00738	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	0.0223	1.0	1.0	1.0	1.0	1.0	0.0235	1.0	1.0	1.0
WARS1	100376108-100376508	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.00516	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00738	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	0.0223	1.0	1.0	1.0	1.0	1.0	0.0235	1.0	1.0	1.0
WARS1	100376109-100376509	-0.64	0.41851	0.0	0.0	0.67001	1.0	1.0	0.0187	0.01	1.0	0.000514	1.0	1.0	1.0	0.0181	0.0299	1.0	1.0	1.0	1.0	0.0258	0.00192	0.0167	0.0078	1.0	1.0	1.0	0.000641	0.00681	0.0362	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00404	1.0	0.000914	1.0	0.00455	1.0	0.00366	0.0227	0.00306	1.0	0.0122	0.0208	0.00245	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00906	1.0	1.0	1.0	1.0	0.000123	1.0	1.0	1.0	1.0	0.00135	0.00442	1.0	1.0	1.0	0.00219	0.00301	0.0239	0.00105	0.00609	0.00967	1.0	1.0	1.0	1.0	1.0	0.0169	1.0	1.0	0.0175
WARS1	100368985-100369385	0.6031	0.0	0.0	0.0	0.0	1.0	1.0	0.00268	0.00256	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0474	0.0307	0.0301	0.00191	0.000344	0.00657	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	1.0	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.00838	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	0.0161	1.0	1.0	1.0	0.0055	1.0	0.0165	1.0	0.000202	0.0315	1.0	1.0	0.0239	0.0294	0.0171	0.0334	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375144-100375544	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.00268	0.00256	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0474	0.0307	0.0301	0.00191	0.000344	0.00657	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	1.0	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.00838	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	0.0161	1.0	1.0	1.0	0.0055	1.0	0.0165	1.0	0.000202	0.0315	1.0	1.0	0.0239	0.0294	0.0171	0.0334	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375147-100375547	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.00268	0.00256	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0474	0.0307	0.0301	0.00191	0.000344	0.00657	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	1.0	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.00838	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	0.0161	1.0	1.0	1.0	0.0055	1.0	0.0165	1.0	0.000202	0.0315	1.0	1.0	0.0239	0.0294	0.0171	0.0334	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375150-100375550	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.00268	0.00256	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0474	0.0307	0.0301	0.00191	0.000344	0.00657	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	1.0	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.00838	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	0.0161	1.0	1.0	1.0	0.0055	1.0	0.0165	1.0	0.000202	0.0315	1.0	1.0	0.0239	0.0294	0.0171	0.0334	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375155-100375555	0.6031	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.00516	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00738	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	0.0223	1.0	1.0	1.0	1.0	1.0	0.0235	1.0	1.0	1.0
WARS1	100376111-100376511	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.000585	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	0.00436	0.00738	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	1.0	1.0	1.0	1.0	1.0	1.0	0.0312	1.0	1.0	1.0
WARS1	100376130-100376530	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.000585	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	0.00404	0.00578	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	1.0	1.0	1.0	1.0	1.0	1.0	0.0312	1.0	1.0	1.0
WARS1	100376134-100376534	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.000585	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.00065	1.0	1.0	1.0	1.0	1.0	1.0	0.00404	0.00578	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	1.0	1.0	1.0	1.0	1.0	1.0	0.0312	1.0	1.0	1.0
WARS1	100376135-100376535	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	1.0	0.000939	0.00388	0.000598	1.0	1.0	0.00704	0.0122	3.64e-05	0.000585	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.0144	1.0	1.0	1.0	1.0	1.0	1.0	0.00404	0.00578	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00344	1.0	0.0206	0.00347	1.0	0.00043	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000326	1.0	0.000994	0.000281	0.000252	1.0	1.0	1.0	1.0	1.0	1.0	0.0312	1.0	1.0	1.0
WARS1	100376143-100376543	-0.64	0.41851	0.0	0.0	0.67001	1.0	0.00258	5.29e-06	2.68e-06	3.35e-05	0.00135	0.0396	0.0169	1.0	1.0	1.0	0.0259	1.0	1.0	1.0	0.0109	0.016	1.0	0.00605	0.0242	0.0252	0.00315	0.00114	1.0	1.0	1.0	0.000836	1.0	1.0	0.00691	0.00271	0.00996	8.74e-05	0.000152	0.000587	0.0112	1.0	0.000206	0.00305	0.0021	0.00225	0.000439	0.00195	0.00049	1.0	1.0	1.0	0.004	0.0267	0.0265	1.0	1.65e-07	1.44e-05	0.00383	0.0218	0.00712	0.0466	1.0	1.0	0.00264	1.0	1.0	0.000489	1.0	0.00761	1.0	0.00203	1.0	1.0	0.00388	0.00314	0.0234	0.00407	0.0252	1.0	3.48e-06	0.0379	0.0227	0.0114	1.0	1.0	1.0	0.0108	0.00407	0.00047
WARS1	100368887-100369287	0.6031	0.0	0.0	0.0	0.0	0.00168	1.0	0.0143	0.0184	1.0	1.0	0.000632	0.000288	0.0355	0.00593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0374	5.33e-05	6.1e-05	1.0	1.0	1.0	0.000239	0.0277	0.000287	0.0161	1.0	0.000356	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.00252	0.00648	1.0	1.0	1.0	1.0	1.0	0.000138	0.000102	1.0	3.55e-05	0.0188	1.0	6.89e-05	1.0	0.0433	0.00813	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.000678	1.0	0.0161	1.0	0.00798	0.0153	1.0	1.0	0.00941	8.33e-05	1.0	0.000508	0.0104	0.00778	0.018	0.000228	1.0	0.0359
WARS1	100368909-100369309	0.6031	0.0	0.0	0.0	0.0	1.0	1.0	0.0148	0.00374	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0212	0.0307	1.0	0.0258	0.015	1.0	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	0.0324	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.0124	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	0.000202	1.0	1.0	1.0	0.0239	0.0294	0.0171	1.0	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375203-100375603	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.0148	0.00374	1.0	0.00661	0.000327	0.000648	0.017	1.0	0.0194	1.0	1.0	0.0212	0.0307	1.0	0.0258	0.015	1.0	0.00107	0.00107	0.028	0.000224	0.00466	0.00246	1.0	0.00225	0.000247	1.0	0.0324	1.0	1.0	0.0187	0.0359	0.0373	1.0	0.00388	0.0124	0.0301	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00359	1.0	1.0	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	0.000202	1.0	1.0	1.0	0.0239	0.0294	0.0171	1.0	0.000103	1.0	0.00408	0.000571	0.0281	0.00241	0.0169	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.00577	0.00761	0.00244
WARS1	100375206-100375606	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.0148	0.006	1.0	0.00661	0.000327	0.000648	0.0417	1.0	1.52e-05	1.0	1.0	0.00646	0.0307	0.00734	0.00113	0.00169	0.00108	0.00107	0.00107	9.16e-05	0.000224	0.000166	0.00246	1.0	0.000287	0.000247	1.0	0.0324	1.0	1.0	0.0187	0.0359	0.0373	1.0	1.0	0.0193	1.0	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00494	1.0	1.0	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	0.000202	1.0	1.0	1.0	0.0239	0.0294	0.0171	1.0	0.000103	1.0	0.00167	0.000571	0.0101	0.00241	0.00357	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.0348	0.00761	1.0
WARS1	100375267-100375667	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.0148	0.006	1.0	0.00661	0.000327	0.000648	0.0417	1.0	1.52e-05	1.0	1.0	0.00646	0.0307	0.00734	0.00113	0.00169	0.00108	0.00107	0.00107	9.16e-05	0.000224	0.000166	0.00246	1.0	0.000287	0.000247	1.0	0.0324	1.0	1.0	0.0187	0.0359	0.0373	1.0	1.0	0.0193	1.0	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00494	1.0	1.0	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	0.000202	1.0	1.0	1.0	0.0239	0.0294	0.0171	1.0	0.000103	1.0	0.00167	0.000571	0.0101	0.00241	0.00357	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.0348	0.00761	1.0
WARS1	100375273-100375673	0.6031	0.41851	0.0	0.0	0.67001	1.0	1.0	0.0148	0.006	1.0	0.00661	0.000327	0.000648	0.0417	1.0	1.52e-05	1.0	1.0	0.00646	0.0307	0.00734	0.00113	0.00169	0.00108	0.00107	0.00107	9.16e-05	0.000224	0.000166	0.00246	1.0	0.000287	0.00202	1.0	0.0324	1.0	1.0	0.0187	0.0359	0.0373	1.0	1.0	0.0193	1.0	0.0171	0.00354	0.00951	0.00405	0.00343	0.0195	0.00666	1.0	0.00494	1.0	1.0	0.00103	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0165	1.0	0.000202	1.0	1.0	1.0	0.0239	0.0294	0.0171	1.0	0.000103	1.0	0.00167	0.000571	0.0101	0.00241	0.00357	0.00897	0.00131	1.0	0.000783	1.0	1.0	0.00427	0.0348	0.00761	1.0
WARS1	100375275-100375675	0.6031	0.41851	0.0	0.0	0.67001	1.0	0.00661	1.0	1.0	1.0	0.0144	1.0	1.0	1.0	0.00313	0.00993	1.0	0.000675	1.0	0.0235	0.0266	0.000939	0.0259	0.0274	1.0	1.0	0.00704	0.0122	0.000413	0.000585	0.0105	1.0	1.0	0.00866	1.0	1.0	1.0	1.0	1.0	1.0	0.00147	1.0	0.000233	1.0	1.0	1.0	1.0	1.0	1.0	0.00404	0.00578	8.63e-05	1.0	1.0	1.0	1.0	1.0	0.00507	0.0259	1.0	0.00691	1.0	0.0258	0.00347	1.0	6e-05	1.0	0.000444	1.0	1.0	0.000559	1.0	1.0	1.0	1.0	0.000604	0.00611	0.000994	0.000281	0.0006	1.0	1.0	1.0	1.0	1.0	1.0	0.0312	1.0	1.0	1.0
