gene_id	lsv_id	seqid	mean_dpsi_per_lsv_junction	probability_changing	num_exons	strand	junction0
ENSG00000094631.21	ENSG00000094631.21:s:48819447-48820255	chrX	-0.3562	9.951e-01	3	+	48820255
ENSG00000094631.21	ENSG00000094631.21:s:48819447-48820255	chrX	-0.3562	9.951e-01	3	+	48822620
ENSG00000011426.11	ENSG00000011426.11:s:36426916-36427028	chr7	0.3233	9.954e-01	3	+	36427028
ENSG00000011426.11	ENSG00000011426.11:s:36426916-36427028	chr7	0.3233	9.954e-01	3	+	36428307
ENSG00000011426.11	ENSG00000011426.11:s:36426916-36427028	chr7	-0.3233	9.954e-01	3	+	36427028
ENSG00000011426.11	ENSG00000011426.11:s:36426916-36427028	chr7	-0.3233	9.954e-01	3	+	36439204
ENSG00000077063.11	ENSG00000077063.11:t:117861209-117861316	chr7	-0.3672	9.766e-01	6	-	117861316
ENSG00000077063.11	ENSG00000077063.11:t:117861209-117861316	chr7	-0.3672	9.766e-01	6	-	117873335
ENSG00000078114.19	ENSG00000078114.19:t:21171547-21172477	chr10	-0.3238	9.746e-01	6	-	21172477
ENSG00000078114.19	ENSG00000078114.19:t:21171547-21172477	chr10	-0.3238	9.746e-01	6	-	21173765
ENSG00000091129.22	ENSG00000091129.22:s:108226208-108226378	chr7	-0.6883	1.000e+00	3	-	108225701
ENSG00000091129.22	ENSG00000091129.22:s:108226208-108226378	chr7	-0.6883	1.000e+00	3	-	108226208
ENSG00000091129.22	ENSG00000091129.22:s:108226208-108226378	chr7	0.6883	1.000e+00	3	-	108223836
ENSG00000091129.22	ENSG00000091129.22:s:108226208-108226378	chr7	0.6883	1.000e+00	3	-	108226208
ENSG00000091129.22	ENSG00000091129.22:t:108223725-108223836	chr7	0.6560	1.000e+00	3	-	108223836
ENSG00000091129.22	ENSG00000091129.22:t:108223725-108223836	chr7	0.6560	1.000e+00	3	-	108226208
ENSG00000091129.22	ENSG00000091129.22:t:108223725-108223836	chr7	-0.6560	1.000e+00	3	-	108223836
ENSG00000091129.22	ENSG00000091129.22:t:108223725-108223836	chr7	-0.6560	1.000e+00	3	-	108225645
ENSG00000091129.22	ENSG00000091129.22:t:108312665-108312731	chr7	0.7676	1.000e+00	4	-	108312731
ENSG00000091129.22	ENSG00000091129.22:t:108312665-108312731	chr7	0.7676	1.000e+00	4	-	108399436
ENSG00000091129.22	ENSG00000091129.22:t:108312665-108312731	chr7	-0.7660	1.000e+00	4	-	108312731
ENSG00000091129.22	ENSG00000091129.22:t:108312665-108312731	chr7	-0.7660	1.000e+00	4	-	108328421
ENSG00000100296.14	ENSG00000100296.14:t:29550728-29550843	chr22	-0.3534	9.873e-01	3	-	29550843
ENSG00000100296.14	ENSG00000100296.14:t:29550728-29550843	chr22	-0.3534	9.873e-01	3	-	29553671
ENSG00000100296.14	ENSG00000100296.14:t:29550728-29550843	chr22	0.3882	9.906e-01	3	-	29550843
ENSG00000100296.14	ENSG00000100296.14:t:29550728-29550843	chr22	0.3882	9.906e-01	3	-	29553448
ENSG00000067445.22	ENSG00000067445.22:s:54928603-54928947	chrX	-0.4838	9.997e-01	3	+	54928710
ENSG00000067445.22	ENSG00000067445.22:s:54928603-54928947	chrX	-0.4838	9.997e-01	3	+	54930741
ENSG00000067445.22	ENSG00000067445.22:s:54928603-54928947	chrX	0.4838	9.997e-01	3	+	54928710
ENSG00000067445.22	ENSG00000067445.22:s:54928603-54928947	chrX	0.4838	9.997e-01	3	+	54931204
ENSG00000067646.12	ENSG00000067646.12:t:2953909-2953997	chrY	-0.4094	9.555e-01	3	+	2935446
ENSG00000067646.12	ENSG00000067646.12:t:2953909-2953997	chrY	-0.4094	9.555e-01	3	+	2953909
ENSG00000067646.12	ENSG00000067646.12:t:2953909-2953997	chrY	0.4094	9.555e-01	3	+	2935769
ENSG00000067646.12	ENSG00000067646.12:t:2953909-2953997	chrY	0.4094	9.555e-01	3	+	2953909
ENSG00000088305.18	ENSG00000088305.18:s:32792611-32792770	chr20	0.9309	1.000e+00	3	+	32792770
ENSG00000088305.18	ENSG00000088305.18:s:32792611-32792770	chr20	0.9309	1.000e+00	3	+	32793536
ENSG00000088305.18	ENSG00000088305.18:s:32792611-32792770	chr20	-0.9223	1.000e+00	3	+	32792770
ENSG00000088305.18	ENSG00000088305.18:s:32792611-32792770	chr20	-0.9223	1.000e+00	3	+	32795409
ENSG00000088305.18	ENSG00000088305.18:s:32802385-32802470	chr20	0.7836	1.000e+00	4	+	32802470
ENSG00000088305.18	ENSG00000088305.18:s:32802385-32802470	chr20	0.7836	1.000e+00	4	+	32805338
ENSG00000088305.18	ENSG00000088305.18:s:32802385-32802470	chr20	-0.7833	1.000e+00	4	+	32802470
ENSG00000088305.18	ENSG00000088305.18:s:32802385-32802470	chr20	-0.7833	1.000e+00	4	+	32807762
ENSG00000088305.18	ENSG00000088305.18:t:32795315-32795534	chr20	-0.8719	1.000e+00	6	+	32792770
ENSG00000088305.18	ENSG00000088305.18:t:32795315-32795534	chr20	-0.8719	1.000e+00	6	+	32795409
ENSG00000088305.18	ENSG00000088305.18:t:32795315-32795534	chr20	0.8148	1.000e+00	6	+	32793595
ENSG00000088305.18	ENSG00000088305.18:t:32795315-32795534	chr20	0.8148	1.000e+00	6	+	32795409
ENSG00000088305.18	ENSG00000088305.18:t:32807762-32809356	chr20	-0.7931	1.000e+00	5	+	32802470
ENSG00000088305.18	ENSG00000088305.18:t:32807762-32809356	chr20	-0.7931	1.000e+00	5	+	32807762
ENSG00000088305.18	ENSG00000088305.18:t:32807762-32809356	chr20	0.7925	1.000e+00	5	+	32806327
ENSG00000088305.18	ENSG00000088305.18:t:32807762-32809356	chr20	0.7925	1.000e+00	5	+	32807762
ENSG00000039523.20	ENSG00000039523.20:t:67538078-67538550	chr16	0.4411	9.837e-01	7	+	67537597
ENSG00000039523.20	ENSG00000039523.20:t:67538078-67538550	chr16	0.4411	9.837e-01	7	+	67538424
ENSG00000050820.17	ENSG00000050820.17:t:75242776-75243090	chr16	-0.3423	9.801e-01	14	-	75243090
ENSG00000050820.17	ENSG00000050820.17:t:75242776-75243090	chr16	-0.3423	9.801e-01	14	-	75265825
ENSG00000073614.13	ENSG00000073614.13:s:292759-293169	chr12	0.3431	9.685e-01	3	-	286207
ENSG00000073614.13	ENSG00000073614.13:s:292759-293169	chr12	0.3431	9.685e-01	3	-	292759
ENSG00000073614.13	ENSG00000073614.13:s:292759-293169	chr12	-0.3431	9.685e-01	3	-	285662
ENSG00000073614.13	ENSG00000073614.13:s:292759-293169	chr12	-0.3431	9.685e-01	3	-	292759
ENSG00000073921.18	ENSG00000073921.18:s:85981129-85981228	chr11	0.7040	1.000e+00	5	-	85978093
ENSG00000073921.18	ENSG00000073921.18:s:85981129-85981228	chr11	0.7040	1.000e+00	5	-	85981129
ENSG00000073921.18	ENSG00000073921.18:s:85981129-85981228	chr11	-0.6434	1.000e+00	5	-	85976682
ENSG00000073921.18	ENSG00000073921.18:s:85981129-85981228	chr11	-0.6434	1.000e+00	5	-	85981129
ENSG00000073921.18	ENSG00000073921.18:t:85976623-85977005	chr11	-0.7212	1.000e+00	3	-	85976682
ENSG00000073921.18	ENSG00000073921.18:t:85976623-85977005	chr11	-0.7212	1.000e+00	3	-	85981129
ENSG00000073921.18	ENSG00000073921.18:t:85976623-85977005	chr11	0.7212	1.000e+00	3	-	85976682
ENSG00000073921.18	ENSG00000073921.18:t:85976623-85977005	chr11	0.7212	1.000e+00	3	-	85978070
ENSG00000082898.19	ENSG00000082898.19:s:61525492-61525775	chr2	-0.8087	1.000e+00	3	-	61525333
ENSG00000082898.19	ENSG00000082898.19:s:61525492-61525775	chr2	-0.8087	1.000e+00	3	-	61525492
ENSG00000082898.19	ENSG00000082898.19:s:61525492-61525775	chr2	0.8078	1.000e+00	3	-	61522683
ENSG00000082898.19	ENSG00000082898.19:s:61525492-61525775	chr2	0.8078	1.000e+00	3	-	61525492
ENSG00000100151.16	ENSG00000100151.16:t:38057653-38058158	chr22	-0.2906	9.671e-01	3	+	38057436
ENSG00000100151.16	ENSG00000100151.16:t:38057653-38058158	chr22	-0.2906	9.671e-01	3	+	38057753
ENSG00000100151.16	ENSG00000100151.16:t:38057653-38058158	chr22	0.4418	1.000e+00	3	+	38057587
ENSG00000100151.16	ENSG00000100151.16:t:38057653-38058158	chr22	0.4418	1.000e+00	3	+	38057753
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	-0.4948	9.992e-01	3	+	48976177
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	-0.4948	9.992e-01	3	+	49006152
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	0.4948	9.992e-01	3	+	48976917
ENSG00000102531.16	ENSG00000102531.16:t:49006152-49006289	chr13	0.4948	9.992e-01	3	+	49006152
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	-0.3972	9.755e-01	3	-	6551001
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	-0.3972	9.755e-01	3	-	6555257
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	0.3972	9.755e-01	3	-	6551001
ENSG00000010295.20	ENSG00000010295.20:t:6550941-6551001	chr12	0.3972	9.755e-01	3	-	6551398
ENSG00000011422.12	ENSG00000011422.12:t:43667215-43667691	chr19	0.8858	1.000e+00	4	-	43667691
ENSG00000011422.12	ENSG00000011422.12:t:43667215-43667691	chr19	0.8858	1.000e+00	4	-	43670066
ENSG00000011422.12	ENSG00000011422.12:t:43667215-43667691	chr19	-0.6444	1.000e+00	4	-	43667691
ENSG00000011422.12	ENSG00000011422.12:t:43667215-43667691	chr19	-0.6444	1.000e+00	4	-	43667777
ENSG00000083838.17	ENSG00000083838.17:t:58477179-58477560	chr19	-0.5031	9.986e-01	3	+	58476196
ENSG00000083838.17	ENSG00000083838.17:t:58477179-58477560	chr19	-0.5031	9.986e-01	3	+	58477179
ENSG00000083838.17	ENSG00000083838.17:t:58477179-58477560	chr19	0.5031	9.986e-01	3	+	58476504
ENSG00000083838.17	ENSG00000083838.17:t:58477179-58477560	chr19	0.5031	9.986e-01	3	+	58477179
ENSG00000099290.17	ENSG00000099290.17:s:50097675-50097802	chr10	-0.5406	1.000e+00	3	+	50097802
ENSG00000099290.17	ENSG00000099290.17:s:50097675-50097802	chr10	-0.5406	1.000e+00	3	+	50099978
ENSG00000099290.17	ENSG00000099290.17:s:50097675-50097802	chr10	0.5406	1.000e+00	3	+	50097802
ENSG00000099290.17	ENSG00000099290.17:s:50097675-50097802	chr10	0.5406	1.000e+00	3	+	50104042
ENSG00000079999.14	ENSG00000079999.14:t:10499395-10500080	chr19	0.5404	1.000e+00	5	-	10500080
ENSG00000079999.14	ENSG00000079999.14:t:10499395-10500080	chr19	0.5404	1.000e+00	5	-	10503241
ENSG00000079999.14	ENSG00000079999.14:t:10499395-10500080	chr19	-0.5244	1.000e+00	5	-	10500080
ENSG00000079999.14	ENSG00000079999.14:t:10499395-10500080	chr19	-0.5244	1.000e+00	5	-	10502697
ENSG00000087510.7	ENSG00000087510.7:t:56631205-56631690	chr20	-0.3353	9.564e-01	4	+	56629592
ENSG00000087510.7	ENSG00000087510.7:t:56631205-56631690	chr20	-0.3353	9.564e-01	4	+	56631205
ENSG00000087510.7	ENSG00000087510.7:t:56631205-56631690	chr20	0.3338	9.548e-01	4	+	56630988
ENSG00000087510.7	ENSG00000087510.7:t:56631205-56631690	chr20	0.3338	9.548e-01	4	+	56631205
ENSG00000101974.15	ENSG00000101974.15:s:139737916-139738069	chrX	0.4440	1.000e+00	5	-	139731755
ENSG00000101974.15	ENSG00000101974.15:s:139737916-139738069	chrX	0.4440	1.000e+00	5	-	139737916
ENSG00000101974.15	ENSG00000101974.15:s:139737916-139738069	chrX	-0.3832	1.000e+00	5	-	139728962
ENSG00000101974.15	ENSG00000101974.15:s:139737916-139738069	chrX	-0.3832	1.000e+00	5	-	139737916
ENSG00000101974.15	ENSG00000101974.15:t:139726346-139728962	chrX	-0.3106	9.977e-01	5	-	139728962
ENSG00000101974.15	ENSG00000101974.15:t:139726346-139728962	chrX	-0.3106	9.977e-01	5	-	139737916
ENSG00000101974.15	ENSG00000101974.15:t:139726346-139728962	chrX	0.3569	9.987e-01	5	-	139728962
ENSG00000101974.15	ENSG00000101974.15:t:139726346-139728962	chrX	0.3569	9.987e-01	5	-	139731651
ENSG00000106692.15	ENSG00000106692.15:t:105574945-105575018	chr9	-0.5970	1.000e+00	4	+	105558165
ENSG00000106692.15	ENSG00000106692.15:t:105574945-105575018	chr9	-0.5970	1.000e+00	4	+	105574945
ENSG00000007080.11	ENSG00000007080.11:t:17936251-17936992	chr19	-0.3356	9.868e-01	3	+	17933048
ENSG00000007080.11	ENSG00000007080.11:t:17936251-17936992	chr19	-0.3356	9.868e-01	3	+	17936410
ENSG00000007080.11	ENSG00000007080.11:t:17936251-17936992	chr19	0.3356	9.868e-01	3	+	17935191
ENSG00000007080.11	ENSG00000007080.11:t:17936251-17936992	chr19	0.3356	9.868e-01	3	+	17936410
ENSG00000048540.16	ENSG00000048540.16:s:16600017-16600868	chr12	-0.5024	1.000e+00	4	-	16560538
ENSG00000048540.16	ENSG00000048540.16:s:16600017-16600868	chr12	-0.5024	1.000e+00	4	-	16600655
